"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1983","FN","1984","FN","1985","FN","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"15","15.1","15.1.1","C150101","Forest area as a proportion of total land area","AG_LND_FRST","SD","Forest area as a proportion of total land area","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","31.64","NA, 1, 126, 163","","","","","","","","","","","","","","","","","","","31.08","NA, 11, 126, 163","","","","","","","","","30.91","NA, 16, 126, 163","","","","","","","","","30.77","NA, 21, 126, 163","","","","","","","","","30.65","NA, 26, 126, 163","","","",""
"15","15.1","15.1.1","C150101","Forest area as a proportion of total land area","AG_LND_FRSTN","+","Forest area as a proportion of total land area","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Hectares","Thousands","","","","","","","","","","","","","","","4,128,269.48","NA, 1, 126, 163","","","","","","","","","","","","","","","","","","","4,055,602.22","NA, 11, 126, 163","","","","","","","","","4,032,742.69","NA, 16, 126, 163","","","","","","","","","4,015,672.96","NA, 21, 126, 163","","","","","","","","","3,999,133.62","NA, 26, 126, 163","","","",""
"15","15.1","15.1.1","C150101","Forest area as a proportion of total land area","AG_LND_TOTL","+","Forest area as a proportion of total land area","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13,048,777.21","NA, 26, 126, 163","","","",""
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_FRHWTR","SD","Proportion of important sites for freshwater biodiversity that are covered by protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.90","C, 11, 127","33.06","C, 12, 127","34.16","C, 13, 127","35.00","C, 14, 127","37.45","C, 15, 127","38.58","C, 16, 127","39.42","C, 17, 127","40.73","C, 18, 127","41.28","C, 19, 127","41.70","C, 20, 127","41.93","C, 21, 127","42.18","C, 22, 127","42.70","C, 23, 127","43.01","C, 24, 127","43.19","C, 25, 127","43.23","C, 26, 127","43.23","C, 27, 127","43.23","C, 64, 127"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_FRHWTR","SD","Proportion of important sites for freshwater biodiversity that are covered by protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.90","C, 11, 127","33.06","C, 12, 127","34.16","C, 13, 127","35.00","C, 14, 127","37.45","C, 15, 127","38.58","C, 16, 127","39.42","C, 17, 127","40.73","C, 18, 127","41.28","C, 19, 127","41.70","C, 20, 127","41.93","C, 21, 127","42.18","C, 22, 127","42.70","C, 23, 127","43.01","C, 24, 127","43.19","C, 25, 127","43.23","C, 26, 127","43.23","C, 27, 127","43.23","C, 64, 127"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_FRHWTR","SD","Proportion of important sites for freshwater biodiversity that are covered by protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.90","C, 11, 127","33.06","C, 12, 127","34.16","C, 13, 127","35.00","C, 14, 127","37.45","C, 15, 127","38.58","C, 16, 127","39.42","C, 17, 127","40.73","C, 18, 127","41.28","C, 19, 127","41.70","C, 20, 127","41.93","C, 21, 127","42.18","C, 22, 127","42.70","C, 23, 127","43.01","C, 24, 127","43.19","C, 25, 127","43.23","C, 26, 127","43.23","C, 27, 127","43.23","C, 64, 127"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_TERR","SD","Proportion of important sites for terrestrial biodiversity that are covered by protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.99","C, 11, 127","36.12","C, 12, 127","37.00","C, 13, 127","37.75","C, 14, 127","39.84","C, 15, 127","40.67","C, 16, 127","41.85","C, 17, 127","43.03","C, 18, 127","43.75","C, 19, 127","44.27","C, 20, 127","44.79","C, 21, 127","45.19","C, 22, 127","45.85","C, 23, 127","46.32","C, 24, 127","46.52","C, 25, 127","46.59","C, 26, 127","46.62","C, 27, 127","46.62","C, 64, 127"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_TERR","SD","Proportion of important sites for terrestrial biodiversity that are covered by protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.99","C, 11, 127","36.12","C, 12, 127","37.00","C, 13, 127","37.75","C, 14, 127","39.84","C, 15, 127","40.67","C, 16, 127","41.85","C, 17, 127","43.03","C, 18, 127","43.75","C, 19, 127","44.27","C, 20, 127","44.79","C, 21, 127","45.19","C, 22, 127","45.85","C, 23, 127","46.32","C, 24, 127","46.52","C, 25, 127","46.59","C, 26, 127","46.62","C, 27, 127","46.62","C, 64, 127"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_TERR","SD","Proportion of important sites for terrestrial biodiversity that are covered by protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.99","C, 11, 127","36.12","C, 12, 127","37.00","C, 13, 127","37.75","C, 14, 127","39.84","C, 15, 127","40.67","C, 16, 127","41.85","C, 17, 127","43.03","C, 18, 127","43.75","C, 19, 127","44.27","C, 20, 127","44.79","C, 21, 127","45.19","C, 22, 127","45.85","C, 23, 127","46.32","C, 24, 127","46.52","C, 25, 127","46.59","C, 26, 127","46.62","C, 27, 127","46.62","C, 64, 127"
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTBIOM","+","Above-ground biomass in forest","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435,207.82","NA, 21, 126, 163","","","","","","","","","434,714.17","NA, 26, 126, 163","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTBIOPHA","+","Above-ground biomass in forest per hectare","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonnes per hectare","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.64","NA, 21, 126, 163","","","","","","","","","128.06","NA, 26, 126, 163","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTCERT","SD","Proportion of forest area certified under an independently verified certification scheme","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09","NA, 21, 128, 164","","","","","","","11.01","NA, 25, 128, 164","","","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTCHG","+","Forest area net change rate","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.42","NA, 21, 126, 163","","","","","","","","","-0.41","NA, 26, 126, 163","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTMGT","SD","Proportion of forest area with a long-term management plan","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.96","NA, 16, 126, 163","","","","","","","","","52.58","NA, 21, 126, 163","","","","","","","","","","","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTPRCT","+","Proportion of forest area within legally established protected areas","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.10","NA, 21, 126, 163","","","","","","","","","16.82","NA, 26, 126, 163","","","",""
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.79","C, 11, 127","39.95","C, 12, 127","40.72","C, 13, 127","41.08","C, 14, 127","42.46","C, 15, 127","42.92","C, 16, 127","44.14","C, 17, 127","45.24","C, 18, 127","45.95","C, 19, 127","46.51","C, 20, 127","46.99","C, 21, 127","47.55","C, 22, 127","48.41","C, 23, 127","48.82","C, 24, 127","48.99","C, 25, 127","49.03","C, 26, 127","49.06","C, 27, 127","49.06","C, 64, 127"
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.79","C, 11, 127","39.95","C, 12, 127","40.72","C, 13, 127","41.08","C, 14, 127","42.46","C, 15, 127","42.92","C, 16, 127","44.14","C, 17, 127","45.24","C, 18, 127","45.95","C, 19, 127","46.51","C, 20, 127","46.99","C, 21, 127","47.55","C, 22, 127","48.41","C, 23, 127","48.82","C, 24, 127","48.99","C, 25, 127","49.03","C, 26, 127","49.06","C, 27, 127","49.06","C, 64, 127"
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.79","C, 11, 127","39.95","C, 12, 127","40.72","C, 13, 127","41.08","C, 14, 127","42.46","C, 15, 127","42.92","C, 16, 127","44.14","C, 17, 127","45.24","C, 18, 127","45.95","C, 19, 127","46.51","C, 20, 127","46.99","C, 21, 127","47.55","C, 22, 127","48.41","C, 23, 127","48.82","C, 24, 127","48.99","C, 25, 127","49.03","C, 26, 127","49.06","C, 27, 127","49.06","C, 64, 127"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","0.82","E, 4, 129","0.82","E, 5, 129","0.82","E, 6, 129","0.82","E, 7, 129","0.81","E, 8, 129","0.81","E, 9, 129","0.81","E, 10, 129","0.80","E, 11, 129","0.80","E, 12, 129","0.80","E, 13, 129","0.79","E, 14, 129","0.79","E, 15, 129","0.78","E, 16, 129","0.78","E, 17, 129","0.78","E, 18, 129","0.77","E, 19, 129","0.77","E, 20, 129","0.77","E, 21, 129","0.76","E, 22, 129","0.76","E, 23, 129","0.76","E, 24, 129","0.75","E, 25, 129","0.75","E, 26, 129","0.75","E, 27, 129","0.74","E, 64, 129"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","0.82","E, 4, 129","0.82","E, 5, 129","0.81","E, 6, 129","0.81","E, 7, 129","0.81","E, 8, 129","0.80","E, 9, 129","0.80","E, 10, 129","0.80","E, 11, 129","0.79","E, 12, 129","0.79","E, 13, 129","0.79","E, 14, 129","0.78","E, 15, 129","0.78","E, 16, 129","0.77","E, 17, 129","0.77","E, 18, 129","0.77","E, 19, 129","0.76","E, 20, 129","0.76","E, 21, 129","0.75","E, 22, 129","0.74","E, 23, 129","0.74","E, 24, 129","0.73","E, 25, 129","0.73","E, 26, 129","0.72","E, 27, 129","0.71","E, 64, 129"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","0.83","E, 4, 129","0.82","E, 5, 129","0.82","E, 6, 129","0.82","E, 7, 129","0.82","E, 8, 129","0.82","E, 9, 129","0.81","E, 10, 129","0.81","E, 11, 129","0.81","E, 12, 129","0.80","E, 13, 129","0.80","E, 14, 129","0.79","E, 15, 129","0.79","E, 16, 129","0.79","E, 17, 129","0.78","E, 18, 129","0.78","E, 19, 129","0.78","E, 20, 129","0.77","E, 21, 129","0.77","E, 22, 129","0.77","E, 23, 129","0.77","E, 24, 129","0.77","E, 25, 129","0.77","E, 26, 129","0.77","E, 27, 129","0.77","E, 64, 129"
"16","16.1","16.1.1","C160101","Number of victims of intentional homicide per 100,000 population, by sex and age","VC_IHR_PSRC","SD","Number of victims of intentional homicide per 100,000 population","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34","NA, 26, 130, 165","","","",""
"16","16.1","16.1.1","C160101","Number of victims of intentional homicide per 100,000 population, by sex and age","VC_IHR_PSRCN","+","Number of victims of intentional homicide","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","387,433.30","NA, 26, 130, 165","","","",""
"16","16.2","16.2.1","C160201","Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","VC_VAW_PHYPYV","+","Proportion of children aged 1-14 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month","","MDG_WORLD","World","","","","Annual","Not available","1 to 14 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.62","E, 27, 101, 166","",""
"16","16.2","16.2.3","C160203","Proportion of young women and men aged 18‑29 years who experienced sexual violence by age 18","VC_VAW_SXVLN","SD","Proportion of young women and men aged 18â€‘29 years who experienced sexual violence by ageÂ 18","","MDG_WORLD","World","","","","Annual","Not available","18 to 29 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99","E, 27, 97, 167","",""
"16","16.3","16.3.2","C160302","Unsentenced detainees as a proportion of overall prison population","VC_PRS_UNSEC","SD","Unsentenced detainees as a proportion of overall prison population","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.00","16, 168","","","","","","","","","","","","","","","","","","","31.00","26, 169","","","",""
"16","16.5","16.5.2","C160502","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","IC_FRM_BRIB","+","Proportion of firms experiencing at least one bribe payment request","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.35","E, 69","",""
"16","16.9","16.9.1","C160901","Proportion of children under 5 years of age whose births have been registered with a civil authority, by age","SG_REG_BRTH","SD","Proportion of births registered with a civil authority","","MDG_WORLD","World","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.24","E, 27, 131, 170","",""
"16","16.10","16.10.1","C161001","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","VC_VAW_MTUHRA","+","Number of cases of killings of journalists and associated media personnel","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.00","NA, 21","62.00","NA, 22","124.00","NA, 23","90.00","NA, 24","98.00","NA, 25","115.00","NA, 26","102.00","NA, 27","",""
"16","16.10","16.10.1","C161001","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","VC_VAW_MTUHRA","+","Number of cases of killings of journalists and associated media personnel","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","NA, 21","6.00","NA, 22","6.00","NA, 23","5.00","NA, 24","9.00","NA, 25","9.00","NA, 26","10.00","NA, 27","",""
"16","16.10","16.10.1","C161001","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","VC_VAW_MTUHRA","+","Number of cases of killings of journalists and associated media personnel","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.00","NA, 21","56.00","NA, 22","118.00","NA, 23","85.00","NA, 24","89.00","NA, 25","106.00","NA, 26","92.00","NA, 27","",""
"16","16.a","16.a.1","C160a01","Existence of independent national human rights institutions in compliance with the Paris Principles","SG_NHR_IMPL","SD","Proportion of countries with independent National Human Rights Institutions in compliance with the Paris Principles","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.20","11, 132","","","","","","","","","27.90","16, 132","","","","","","","","","32.90","21, 132","","","","","","","","","35.50","26, 132","36.50","27, 132, 171","",""
"16","16.a","16.a.1","C160a01","Existence of independent national human rights institutions in compliance with the Paris Principles","SG_NHR_INTEXST","+","Proportion of countries that applied for accreditation as independent National Human Rights Institutions in compliance with the Paris Principles","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.30","11, 132","","","","","","","","","35.50","16, 132","","","","","","","","","45.20","21, 132","","","","","","","","","54.30","26, 132","57.30","27, 132, 171","",""
"17","17.2","17.2.1","C170201","Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)","DC_ODA_TOTL","SD","Net official development assistance (ODA) from OECD-DAC countries, by donor","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70,851.87","NA, 11","73,019.23","NA, 12","78,408.98","NA, 13","82,391.46","NA, 14","87,575.94","NA, 15","115,298.66","NA, 16","109,093.83","NA, 17","100,329.52","NA, 18","112,241.65","NA, 19","114,280.76","NA, 20","120,630.26","NA, 21","119,673.34","NA, 22","115,307.60","NA, 23","121,838.28","NA, 24","123,945.78","NA, 25","131,555.31","NA, 26","143,328.70","NA, 27, 172","",""
"17","17.3","17.3.2","C170302","Volume of remittances (in United States dollars) as a proportion of total GDP","BX_TRF_PWKR","SD","Volume of remittances (in United States dollars) as a proportion of total GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","NA, 11","0.41","NA, 12","0.45","NA, 13","0.49","NA, 14","0.50","NA, 15","0.54","NA, 16","0.58","NA, 17","0.62","NA, 18","0.65","NA, 19","0.66","NA, 20","0.65","NA, 21","0.65","NA, 22","0.67","NA, 23","0.69","NA, 24","0.71","NA, 25","0.76","NA, 26","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BBND","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68","16, 133, 173","","","","","","","","","7.95","21, 133, 173","","","","","","","","","11.60","26, 133, 173","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BBNDN","+","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68","16, 134","","","","","","","","","7.95","21, 134","","","","","","","","","11.60","26, 134","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BD10MB","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.99","26, 133","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BD10MBN","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.99","26, 134","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BD256KL2M","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","26, 133","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BD256KL2MN","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","26, 134","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BD2L10MB","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.17","26, 133","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BD2L10MBN","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.17","26, 134","","","",""
"17","17.8","17.8.1","C170801","Proportion of individuals using the Internet","IT_USE_ii99","SD","Proportion of individuals using the Internet","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.56","11, 135","8.10","12, 135","10.71","13, 135","12.37","14, 135","14.26","15, 135","15.76","16, 135","17.46","17, 135","20.54","18, 135","23.18","19, 135","25.66","20, 135","29.11","21, 135","31.69","22, 135","34.80","23, 135","37.18","24, 135","40.49","25, 135","43.75","26, 135","","","",""
"17","17.15","17.15.1","C171501","Extent of use of country-owned results frameworks and planning tools by providers of development cooperation","SG_PLN_PRVNDI","SD","Proportion of new development interventions drawn from country-led result frameworks by providers of development cooperation","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.89","NA, 64, 136"
